Time (CET/CEST);NO2-NO1;NO2_hydro_river;NO2_hydro_storage;NO1_actual_load
02.08.2022 04:00 - 02.08.2022 05:00;-1914;291;1749;1903
02.08.2022 05:00 - 02.08.2022 06:00;-1829;285;2113;1940
02.08.2022 06:00 - 02.08.2022 07:00;-1573;286;2230;2136
02.08.2022 07:00 - 02.08.2022 08:00;-1543;292;2228;2402
02.08.2022 08:00 - 02.08.2022 09:00;-1490;310;2192;2579
02.08.2022 09:00 - 02.08.2022 10:00;-1511;314;1775;2664
02.08.2022 10:00 - 02.08.2022 11:00;-1513;287;1363;2739
02.08.2022 11:00 - 02.08.2022 12:00;-965;280;1017;2735
02.08.2022 12:00 - 02.08.2022 13:00;-1092;268;767;2748
02.08.2022 13:00 - 02.08.2022 14:00;-1064;285;671;2746
02.08.2022 14:00 - 02.08.2022 15:00;-988;298;676;2760
02.08.2022 15:00 - 02.08.2022 16:00;-1263;317;695;2766
02.08.2022 16:00 - 02.08.2022 17:00;-1136;329;858;2809
02.08.2022 17:00 - 02.08.2022 18:00;-976;332;1137;2803
02.08.2022 18:00 - 02.08.2022 19:00;-936;337;1202;2755
02.08.2022 19:00 - 02.08.2022 20:00;-931;335;1343;2717
02.08.2022 20:00 - 02.08.2022 21:00;-1294;340;1336;2645
02.08.2022 21:00 - 02.08.2022 22:00;-1341;353;1323;2600
02.08.2022 22:00 - 02.08.2022 23:00;-1596;348;1284;2538
02.08.2022 23:00 - 03.08.2022 00:00;-2396;351;1226;2422
03.08.2022 00:00 - 03.08.2022 01:00;-2240;345;816;2200
03.08.2022 01:00 - 03.08.2022 02:00;-2195;346;800;2066
03.08.2022 02:00 - 03.08.2022 03:00;-2044;349;748;1992
03.08.2022 03:00 - 03.08.2022 04:00;-2172;353;673;1925
03.08.2022 04:00 - 03.08.2022 05:00;-2103;354;567;1925
03.08.2022 05:00 - 03.08.2022 06:00;-2171;350;457;1951
03.08.2022 06:00 - 03.08.2022 07:00;-2188;353;559;2115
03.08.2022 07:00 - 03.08.2022 08:00;-1558;355;754;2380
03.08.2022 08:00 - 03.08.2022 09:00;-1500;360;1040;2605
03.08.2022 09:00 - 03.08.2022 10:00;-1382;370;1045;2690
03.08.2022 10:00 - 03.08.2022 11:00;-1565;370;785;2776
03.08.2022 11:00 - 03.08.2022 12:00;-1486;373;649;2799
03.08.2022 12:00 - 03.08.2022 13:00;-1725;373;581;2857
03.08.2022 13:00 - 03.08.2022 14:00;-1654;377;558;2835
03.08.2022 14:00 - 03.08.2022 15:00;-1501;377;595;2798
03.08.2022 15:00 - 03.08.2022 16:00;-1883;365;743;2804
03.08.2022 16:00 - 03.08.2022 17:00;-1597;363;952;2763
03.08.2022 17:00 - 03.08.2022 18:00;-1458;373;1406;2707
03.08.2022 18:00 - 03.08.2022 19:00;-1799;394;2312;2650
03.08.2022 19:00 - 03.08.2022 20:00;-1897;386;3221;2667
03.08.2022 20:00 - 03.08.2022 21:00;-1319;413;4013;2580
03.08.2022 21:00 - 03.08.2022 22:00;-1259;415;4208;2451
03.08.2022 22:00 - 03.08.2022 23:00;-1770;417;3942;2427
03.08.2022 23:00 - 04.08.2022 00:00;-1913;415;3327;2266
04.08.2022 00:00 - 04.08.2022 01:00;-2111;391;2706;2095
04.08.2022 01:00 - 04.08.2022 02:00;-2056;392;2330;2011
04.08.2022 02:00 - 04.08.2022 03:00;-1899;383;1978;1937
04.08.2022 03:00 - 04.08.2022 04:00;-1846;376;1801;1876
04.08.2022 04:00 - 04.08.2022 05:00;-1896;371;1823;1896
04.08.2022 05:00 - 04.08.2022 06:00;-1968;367;1881;1918
04.08.2022 06:00 - 04.08.2022 07:00;-1864;371;2191;2072
04.08.2022 07:00 - 04.08.2022 08:00;-1751;383;2387;2361
04.08.2022 08:00 - 04.08.2022 09:00;-1568;410;2552;2535
04.08.2022 09:00 - 04.08.2022 10:00;-1637;418;2483;2701
04.08.2022 10:00 - 04.08.2022 11:00;-1594;407;1900;2732
04.08.2022 11:00 - 04.08.2022 12:00;-1600;415;1459;2727
04.08.2022 12:00 - 04.08.2022 13:00;-1784;408;1223;2759
04.08.2022 13:00 - 04.08.2022 14:00;-1817;387;1595;2737
04.08.2022 14:00 - 04.08.2022 15:00;-1671;392;1407;2721
04.08.2022 15:00 - 04.08.2022 16:00;-1798;389;1453;2718
04.08.2022 16:00 - 04.08.2022 17:00;-1810;391;1816;2749
04.08.2022 17:00 - 04.08.2022 18:00;-1456;417;1955;2783
04.08.2022 18:00 - 04.08.2022 19:00;-974;421;2669;2758
04.08.2022 19:00 - 04.08.2022 20:00;-1131;426;3221;2720
04.08.2022 20:00 - 04.08.2022 21:00;-1599;444;2764;2631
04.08.2022 21:00 - 04.08.2022 22:00;-1755;436;2612;2561
04.08.2022 22:00 - 04.08.2022 23:00;-1828;432;2375;2462
04.08.2022 23:00 - 05.08.2022 00:00;-1998;428;1828;2343
05.08.2022 00:00 - 05.08.2022 01:00;-1942;452;1922;2207
05.08.2022 01:00 - 05.08.2022 02:00;-1858;445;1743;2127
05.08.2022 02:00 - 05.08.2022 03:00;-1707;412;1576;2057
05.08.2022 03:00 - 05.08.2022 04:00;-1712;409;1549;2011
05.08.2022 04:00 - 05.08.2022 05:00;-1620;400;1673;1980
05.08.2022 05:00 - 05.08.2022 06:00;-1401;408;1898;1994
05.08.2022 06:00 - 05.08.2022 07:00;-1313;418;2158;2192
05.08.2022 07:00 - 05.08.2022 08:00;-1143;417;2811;2500
05.08.2022 08:00 - 05.08.2022 09:00;-1053;418;3215;2683
05.08.2022 09:00 - 05.08.2022 10:00;-1201;422;3154;2787
05.08.2022 10:00 - 05.08.2022 11:00;-1494;398;2627;2807
05.08.2022 11:00 - 05.08.2022 12:00;-1205;385;2189;2773
05.08.2022 12:00 - 05.08.2022 13:00;-1238;385;1791;2780
05.08.2022 13:00 - 05.08.2022 14:00;-1458;380;1495;2760
05.08.2022 14:00 - 05.08.2022 15:00;-1318;363;1281;2702
05.08.2022 15:00 - 05.08.2022 16:00;-1327;357;1149;2644
05.08.2022 16:00 - 05.08.2022 17:00;-1028;346;1110;2625
05.08.2022 17:00 - 05.08.2022 18:00;-1029;339;1303;2582
05.08.2022 18:00 - 05.08.2022 19:00;-929;353;1824;2555
05.08.2022 19:00 - 05.08.2022 20:00;-1044;355;2365;2522
05.08.2022 20:00 - 05.08.2022 21:00;-1115;361;2701;2481
05.08.2022 21:00 - 05.08.2022 22:00;-1354;371;2500;2405
05.08.2022 22:00 - 05.08.2022 23:00;-1731;371;2055;2333
05.08.2022 23:00 - 06.08.2022 00:00;-1793;360;1386;2193
06.08.2022 00:00 - 06.08.2022 01:00;-1785;348;1086;2125
06.08.2022 01:00 - 06.08.2022 02:00;-1767;337;1166;2054
06.08.2022 02:00 - 06.08.2022 03:00;-1833;330;988;1986
06.08.2022 03:00 - 06.08.2022 04:00;-1987;326;637;1959
06.08.2022 04:00 - 06.08.2022 05:00;-2241;324;490;2004
06.08.2022 05:00 - 06.08.2022 06:00;-2289;320;492;1994
06.08.2022 06:00 - 06.08.2022 07:00;-2199;318;588;2029
06.08.2022 07:00 - 06.08.2022 08:00;-2172;317;1011;2066
06.08.2022 08:00 - 06.08.2022 09:00;-2028;316;1002;2178
06.08.2022 09:00 - 06.08.2022 10:00;-1735;321;826;2341
06.08.2022 10:00 - 06.08.2022 11:00;-1841;323;591;2493
06.08.2022 11:00 - 06.08.2022 12:00;-1724;329;543;2550
06.08.2022 12:00 - 06.08.2022 13:00;-1743;339;523;2573
06.08.2022 13:00 - 06.08.2022 14:00;-1685;333;491;2565
06.08.2022 14:00 - 06.08.2022 15:00;-1790;344;421;2534
06.08.2022 15:00 - 06.08.2022 16:00;-1773;338;479;2540
06.08.2022 16:00 - 06.08.2022 17:00;-1914;330;522;2517
06.08.2022 17:00 - 06.08.2022 18:00;-1798;322;669;2505
06.08.2022 18:00 - 06.08.2022 19:00;-1500;320;1258;2508
06.08.2022 19:00 - 06.08.2022 20:00;-1652;322;1587;2464
06.08.2022 20:00 - 06.08.2022 21:00;-2051;343;1671;2411
06.08.2022 21:00 - 06.08.2022 22:00;-1840;351;1964;2366
06.08.2022 22:00 - 06.08.2022 23:00;-1819;357;1902;2353
06.08.2022 23:00 - 07.08.2022 00:00;-1891;356;1723;2284
07.08.2022 00:00 - 07.08.2022 01:00;-1840;322;1371;2156
07.08.2022 01:00 - 07.08.2022 02:00;-1745;317;925;2061
07.08.2022 02:00 - 07.08.2022 03:00;-1963;315;830;2003
07.08.2022 03:00 - 07.08.2022 04:00;-2070;312;790;1989
07.08.2022 04:00 - 07.08.2022 05:00;-2001;298;596;1988
07.08.2022 05:00 - 07.08.2022 06:00;-2096;298;639;1953
07.08.2022 06:00 - 07.08.2022 07:00;-2019;297;795;1965
07.08.2022 07:00 - 07.08.2022 08:00;-1615;307;787;1992
07.08.2022 08:00 - 07.08.2022 09:00;-1772;316;725;2089
07.08.2022 09:00 - 07.08.2022 10:00;-1317;326;672;2221
07.08.2022 10:00 - 07.08.2022 11:00;-1120;320;601;2351
07.08.2022 11:00 - 07.08.2022 12:00;-1156;309;611;2377
07.08.2022 12:00 - 07.08.2022 13:00;-1455;317;634;2406
07.08.2022 13:00 - 07.08.2022 14:00;-1544;321;623;2414
07.08.2022 14:00 - 07.08.2022 15:00;-1507;329;713;2430
07.08.2022 15:00 - 07.08.2022 16:00;-1322;332;795;2450
07.08.2022 16:00 - 07.08.2022 17:00;-1293;332;939;2525
07.08.2022 17:00 - 07.08.2022 18:00;-1449;334;1103;2558
07.08.2022 18:00 - 07.08.2022 19:00;-1589;343;1611;2561
07.08.2022 19:00 - 07.08.2022 20:00;-1615;354;1962;2562
07.08.2022 20:00 - 07.08.2022 21:00;-1481;370;2234;2534
07.08.2022 21:00 - 07.08.2022 22:00;-1507;391;2496;2507
07.08.2022 22:00 - 07.08.2022 23:00;-1611;392;2372;2474
07.08.2022 23:00 - 08.08.2022 00:00;-1809;377;2045;2355
08.08.2022 00:00 - 08.08.2022 01:00;-1501;367;1267;2188
08.08.2022 01:00 - 08.08.2022 02:00;-1298;359;955;2088
08.08.2022 02:00 - 08.08.2022 03:00;-1403;359;980;2028
08.08.2022 03:00 - 08.08.2022 04:00;-1279;348;990;2023
08.08.2022 04:00 - 08.08.2022 05:00;-1294;343;1216;2054
08.08.2022 05:00 - 08.08.2022 06:00;-1495;342;1735;2084
08.08.2022 06:00 - 08.08.2022 07:00;-1448;346;2580;2385
08.08.2022 07:00 - 08.08.2022 08:00;-1453;350;2970;2701
08.08.2022 08:00 - 08.08.2022 09:00;-1169;368;3174;2843
08.08.2022 09:00 - 08.08.2022 10:00;-1124;357;2813;2878
08.08.2022 10:00 - 08.08.2022 11:00;-1414;342;1855;2834
08.08.2022 11:00 - 08.08.2022 12:00;-1179;316;1694;2883
08.08.2022 12:00 - 08.08.2022 13:00;-956;309;1541;2877
08.08.2022 13:00 - 08.08.2022 14:00;-817;304;1550;2868
08.08.2022 14:00 - 08.08.2022 15:00;-910;296;1520;2850
08.08.2022 15:00 - 08.08.2022 16:00;-1047;286;1577;2830
08.08.2022 16:00 - 08.08.2022 17:00;-1279;292;1894;2828
08.08.2022 17:00 - 08.08.2022 18:00;-1383;279;2676;2802
08.08.2022 18:00 - 08.08.2022 19:00;-1331;296;3785;2752
08.08.2022 19:00 - 08.08.2022 20:00;-1330;306;4238;2721
08.08.2022 20:00 - 08.08.2022 21:00;-1349;322;4197;2644
08.08.2022 21:00 - 08.08.2022 22:00;-1451;325;3964;2585
08.08.2022 22:00 - 08.08.2022 23:00;-1480;311;3602;2550
08.08.2022 23:00 - 09.08.2022 00:00;-1562;312;2577;2420
09.08.2022 00:00 - 09.08.2022 01:00;-1631;319;1579;2220
09.08.2022 01:00 - 09.08.2022 02:00;-1693;296;1124;2119
09.08.2022 02:00 - 09.08.2022 03:00;-1684;284;981;2051
09.08.2022 03:00 - 09.08.2022 04:00;-1684;269;966;2022
09.08.2022 04:00 - 09.08.2022 05:00;-1666;256;991;2013
09.08.2022 05:00 - 09.08.2022 06:00;-1797;257;1533;2042
09.08.2022 06:00 - 09.08.2022 07:00;-1518;265;2212;2284
09.08.2022 07:00 - 09.08.2022 08:00;-1304;254;3028;2629
09.08.2022 08:00 - 09.08.2022 09:00;-1338;254;2647;2787
09.08.2022 09:00 - 09.08.2022 10:00;-1328;267;2403;2829
09.08.2022 10:00 - 09.08.2022 11:00;-1343;264;2087;2893
09.08.2022 11:00 - 09.08.2022 12:00;-1393;270;1609;2832
09.08.2022 12:00 - 09.08.2022 13:00;-1499;274;1428;2846
09.08.2022 13:00 - 09.08.2022 14:00;-1077;272;1392;2848
09.08.2022 14:00 - 09.08.2022 15:00;-928;259;1312;2849
09.08.2022 15:00 - 09.08.2022 16:00;-968;255;1270;2847
09.08.2022 16:00 - 09.08.2022 17:00;-1386;251;1593;2879
09.08.2022 17:00 - 09.08.2022 18:00;-1153;259;2349;2840
09.08.2022 18:00 - 09.08.2022 19:00;-1121;269;3495;2781
09.08.2022 19:00 - 09.08.2022 20:00;-1177;276;4271;2747
09.08.2022 20:00 - 09.08.2022 21:00;-1372;286;4129;2717
09.08.2022 21:00 - 09.08.2022 22:00;-1527;294;3643;2698
09.08.2022 22:00 - 09.08.2022 23:00;-1776;287;2627;2589
09.08.2022 23:00 - 10.08.2022 00:00;-1681;277;1973;2386
10.08.2022 00:00 - 10.08.2022 01:00;-1648;242;1332;2180
10.08.2022 01:00 - 10.08.2022 02:00;-1666;238;1271;2112
10.08.2022 02:00 - 10.08.2022 03:00;-1686;231;1330;2029
10.08.2022 03:00 - 10.08.2022 04:00;-1858;223;1282;1979
10.08.2022 04:00 - 10.08.2022 05:00;-1913;222;1302;1997
10.08.2022 05:00 - 10.08.2022 06:00;-1994;219;1415;2040
10.08.2022 06:00 - 10.08.2022 07:00;-1723;224;2225;2239
10.08.2022 07:00 - 10.08.2022 08:00;-1674;244;2819;2551
10.08.2022 08:00 - 10.08.2022 09:00;-1562;249;3041;2723
10.08.2022 09:00 - 10.08.2022 10:00;-1642;243;2481;2827
10.08.2022 10:00 - 10.08.2022 11:00;-1300;239;2003;2857
10.08.2022 11:00 - 10.08.2022 12:00;-1025;233;1699;2844
10.08.2022 12:00 - 10.08.2022 13:00;-1029;233;1256;2894
10.08.2022 13:00 - 10.08.2022 14:00;-1009;235;1066;2855
10.08.2022 14:00 - 10.08.2022 15:00;-872;235;1036;2836
10.08.2022 15:00 - 10.08.2022 16:00;-862;228;1179;2826
10.08.2022 16:00 - 10.08.2022 17:00;-1054;227;1527;2827
10.08.2022 17:00 - 10.08.2022 18:00;-1182;237;2296;2633
10.08.2022 18:00 - 10.08.2022 19:00;-1256;245;3525;2571
10.08.2022 19:00 - 10.08.2022 20:00;-1107;257;4512;2575
10.08.2022 20:00 - 10.08.2022 21:00;-1110;259;4586;2533
10.08.2022 21:00 - 10.08.2022 22:00;-1141;263;4353;2500
10.08.2022 22:00 - 10.08.2022 23:00;-1496;257;3477;2462
10.08.2022 23:00 - 11.08.2022 00:00;-1786;241;2234;2273
11.08.2022 00:00 - 11.08.2022 01:00;-2035;239;1587;2091
11.08.2022 01:00 - 11.08.2022 02:00;-1990;236;1432;1959
11.08.2022 02:00 - 11.08.2022 03:00;-1970;232;1626;1891
11.08.2022 03:00 - 11.08.2022 04:00;-1900;234;1631;1862
11.08.2022 04:00 - 11.08.2022 05:00;-2033;230;1754;1851
11.08.2022 05:00 - 11.08.2022 06:00;-1934;241;2249;1883
11.08.2022 06:00 - 11.08.2022 07:00;-1481;244;3174;2108
11.08.2022 07:00 - 11.08.2022 08:00;-1381;248;3855;2440
11.08.2022 08:00 - 11.08.2022 09:00;-1435;266;3998;2594
11.08.2022 09:00 - 11.08.2022 10:00;-1333;270;3670;2674
11.08.2022 10:00 - 11.08.2022 11:00;-1317;248;2941;2742
11.08.2022 11:00 - 11.08.2022 12:00;-1318;248;2318;2725
11.08.2022 12:00 - 11.08.2022 13:00;-1192;248;2087;2768
11.08.2022 13:00 - 11.08.2022 14:00;-1281;240;1861;2791
11.08.2022 14:00 - 11.08.2022 15:00;-1300;232;1748;2788
11.08.2022 15:00 - 11.08.2022 16:00;-890;226;2427;2765
11.08.2022 16:00 - 11.08.2022 17:00;-735;240;2929;2727
11.08.2022 17:00 - 11.08.2022 18:00;-948;249;3679;2646
11.08.2022 18:00 - 11.08.2022 19:00;-894;250;4868;2597
11.08.2022 19:00 - 11.08.2022 20:00;-779;253;5328;2551
11.08.2022 20:00 - 11.08.2022 21:00;-790;258;5375;2550
11.08.2022 21:00 - 11.08.2022 22:00;-925;255;5216;2495
11.08.2022 22:00 - 11.08.2022 23:00;-1308;260;4587;2437
11.08.2022 23:00 - 12.08.2022 00:00;-1528;256;3862;2297
12.08.2022 00:00 - 12.08.2022 01:00;-1780;232;3253;2190
12.08.2022 01:00 - 12.08.2022 02:00;-1709;234;2580;2052
12.08.2022 02:00 - 12.08.2022 03:00;-1905;235;2236;1949
12.08.2022 03:00 - 12.08.2022 04:00;-1753;231;2217;1898
12.08.2022 04:00 - 12.08.2022 05:00;-1723;232;2370;1884
12.08.2022 05:00 - 12.08.2022 06:00;-1744;227;2915;1927
12.08.2022 06:00 - 12.08.2022 07:00;-1571;248;3837;2159
12.08.2022 07:00 - 12.08.2022 08:00;-1223;240;4701;2521
12.08.2022 08:00 - 12.08.2022 09:00;-1272;254;5152;2630
12.08.2022 09:00 - 12.08.2022 10:00;-1234;261;4759;2679
12.08.2022 10:00 - 12.08.2022 11:00;-1127;269;3713;2696
12.08.2022 11:00 - 12.08.2022 12:00;-1001;248;3077;2733
12.08.2022 12:00 - 12.08.2022 13:00;-1042;238;2165;2734
12.08.2022 13:00 - 12.08.2022 14:00;-1002;239;1684;2757
12.08.2022 14:00 - 12.08.2022 15:00;-1054;238;1668;2731
12.08.2022 15:00 - 12.08.2022 16:00;-1200;226;2054;2721
12.08.2022 16:00 - 12.08.2022 17:00;-1142;224;2917;2720
12.08.2022 17:00 - 12.08.2022 18:00;-1164;250;3706;2617
12.08.2022 18:00 - 12.08.2022 19:00;-1276;258;4688;2572
12.08.2022 19:00 - 12.08.2022 20:00;-862;256;5827;2499
12.08.2022 20:00 - 12.08.2022 21:00;-869;256;5645;2441
12.08.2022 21:00 - 12.08.2022 22:00;-996;262;5475;2420
12.08.2022 22:00 - 12.08.2022 23:00;-1273;258;5226;2355
12.08.2022 23:00 - 13.08.2022 00:00;-1510;258;4087;2223
13.08.2022 00:00 - 13.08.2022 01:00;-1633;238;2903;2026
13.08.2022 01:00 - 13.08.2022 02:00;-1642;228;2351;1906
13.08.2022 02:00 - 13.08.2022 03:00;-1845;222;1864;1853
13.08.2022 03:00 - 13.08.2022 04:00;-1930;210;1764;1814
13.08.2022 04:00 - 13.08.2022 05:00;-1775;215;1742;1802
13.08.2022 05:00 - 13.08.2022 06:00;-1885;203;1630;1742
13.08.2022 06:00 - 13.08.2022 07:00;-1911;197;1653;1762
13.08.2022 07:00 - 13.08.2022 08:00;-1605;197;1774;1855
13.08.2022 08:00 - 13.08.2022 09:00;-1555;203;1885;2039
13.08.2022 09:00 - 13.08.2022 10:00;-1589;199;1656;2253
13.08.2022 10:00 - 13.08.2022 11:00;-1354;197;1367;2370
13.08.2022 11:00 - 13.08.2022 12:00;-1484;197;952;2413
13.08.2022 12:00 - 13.08.2022 13:00;-1142;205;796;2437
13.08.2022 13:00 - 13.08.2022 14:00;-1424;201;833;2428
13.08.2022 14:00 - 13.08.2022 15:00;-1477;211;755;2378
13.08.2022 15:00 - 13.08.2022 16:00;-1572;201;1013;2333
13.08.2022 16:00 - 13.08.2022 17:00;-1314;198;1389;2367
13.08.2022 17:00 - 13.08.2022 18:00;-1307;196;1876;2386
13.08.2022 18:00 - 13.08.2022 19:00;-1070;218;3390;2364
13.08.2022 19:00 - 13.08.2022 20:00;-1091;225;4393;2295
13.08.2022 20:00 - 13.08.2022 21:00;-1267;242;4691;2282
13.08.2022 21:00 - 13.08.2022 22:00;-1275;248;4532;2238
13.08.2022 22:00 - 13.08.2022 23:00;-1328;249;4158;2213
13.08.2022 23:00 - 14.08.2022 00:00;-1387;244;2739;2162
14.08.2022 00:00 - 14.08.2022 01:00;-1599;221;2390;2024
14.08.2022 01:00 - 14.08.2022 02:00;-1524;222;2256;1910
14.08.2022 02:00 - 14.08.2022 03:00;-1463;218;1987;1833
14.08.2022 03:00 - 14.08.2022 04:00;-1532;214;1834;1804
14.08.2022 04:00 - 14.08.2022 05:00;-1539;209;1559;1786
14.08.2022 05:00 - 14.08.2022 06:00;-1725;205;1516;1712
14.08.2022 06:00 - 14.08.2022 07:00;-1669;203;1411;1710
14.08.2022 07:00 - 14.08.2022 08:00;-1467;202;1316;1782
14.08.2022 08:00 - 14.08.2022 09:00;-1259;202;1323;1917
14.08.2022 09:00 - 14.08.2022 10:00;-1075;200;1276;2074
14.08.2022 10:00 - 14.08.2022 11:00;-1026;201;1097;2182
14.08.2022 11:00 - 14.08.2022 12:00;-1132;197;801;2249
14.08.2022 12:00 - 14.08.2022 13:00;-1119;198;761;2280
14.08.2022 13:00 - 14.08.2022 14:00;-1102;199;763;2289
14.08.2022 14:00 - 14.08.2022 15:00;-1119;205;764;2304
14.08.2022 15:00 - 14.08.2022 16:00;-1282;198;762;2325
14.08.2022 16:00 - 14.08.2022 17:00;-1334;198;906;2331
14.08.2022 17:00 - 14.08.2022 18:00;-861;203;1513;2356
14.08.2022 18:00 - 14.08.2022 19:00;-927;201;2763;2376
14.08.2022 19:00 - 14.08.2022 20:00;-885;200;4057;2381
14.08.2022 20:00 - 14.08.2022 21:00;-1159;225;4072;2406
14.08.2022 21:00 - 14.08.2022 22:00;-1077;238;3830;2431
14.08.2022 22:00 - 14.08.2022 23:00;-1126;232;3526;2405
14.08.2022 23:00 - 15.08.2022 00:00;-1523;215;2029;2213
15.08.2022 00:00 - 15.08.2022 01:00;-1862;215;1483;2001
15.08.2022 01:00 - 15.08.2022 02:00;-1859;215;1345;1890
15.08.2022 02:00 - 15.08.2022 03:00;-1994;204;1299;1815
15.08.2022 03:00 - 15.08.2022 04:00;-1928;196;1328;1760
15.08.2022 04:00 - 15.08.2022 05:00;-1875;194;1434;1741
15.08.2022 05:00 - 15.08.2022 06:00;-1898;190;1381;1843
15.08.2022 06:00 - 15.08.2022 07:00;-1568;187;2012;2124
15.08.2022 07:00 - 15.08.2022 08:00;-1420;186;2746;2530
15.08.2022 08:00 - 15.08.2022 09:00;-1260;202;3364;2677
15.08.2022 09:00 - 15.08.2022 10:00;-1170;233;3048;2770
15.08.2022 10:00 - 15.08.2022 11:00;-1139;240;2471;2840
15.08.2022 11:00 - 15.08.2022 12:00;-1167;236;1915;2859
15.08.2022 12:00 - 15.08.2022 13:00;-1306;237;1552;2909
15.08.2022 13:00 - 15.08.2022 14:00;-1389;236;1549;2878
15.08.2022 14:00 - 15.08.2022 15:00;-1223;235;1618;2932
15.08.2022 15:00 - 15.08.2022 16:00;-1121;231;2103;2932
15.08.2022 16:00 - 15.08.2022 17:00;-1096;228;2318;2982
15.08.2022 17:00 - 15.08.2022 18:00;-958;232;3667;2949
15.08.2022 18:00 - 15.08.2022 19:00;-985;255;4831;2851
15.08.2022 19:00 - 15.08.2022 20:00;-1102;262;4849;2824
15.08.2022 20:00 - 15.08.2022 21:00;-1386;263;4473;2637
15.08.2022 21:00 - 15.08.2022 22:00;-1425;265;4353;2639
15.08.2022 22:00 - 15.08.2022 23:00;-1623;261;4070;2474
15.08.2022 23:00 - 16.08.2022 00:00;-1683;256;3594;2292
16.08.2022 00:00 - 16.08.2022 01:00;-1739;238;2721;2133
16.08.2022 01:00 - 16.08.2022 02:00;-1654;238;2148;1989
16.08.2022 02:00 - 16.08.2022 03:00;-1728;233;2134;1949
16.08.2022 03:00 - 16.08.2022 04:00;-1981;232;1789;1900
16.08.2022 04:00 - 16.08.2022 05:00;-1918;224;1953;1779
16.08.2022 05:00 - 16.08.2022 06:00;-1768;218;2443;1858
16.08.2022 06:00 - 16.08.2022 07:00;-1634;222;2776;2149
16.08.2022 07:00 - 16.08.2022 08:00;-1331;225;3779;2511
16.08.2022 08:00 - 16.08.2022 09:00;-1327;253;4077;2655
16.08.2022 09:00 - 16.08.2022 10:00;-1246;245;3521;2722
16.08.2022 10:00 - 16.08.2022 11:00;-1290;253;2626;2748
16.08.2022 11:00 - 16.08.2022 12:00;-1321;261;1980;2747
16.08.2022 12:00 - 16.08.2022 13:00;-1350;254;2003;2796
16.08.2022 13:00 - 16.08.2022 14:00;-1330;265;1982;2792
16.08.2022 14:00 - 16.08.2022 15:00;-1249;269;2065;2768
16.08.2022 15:00 - 16.08.2022 16:00;-1031;273;2215;2819
16.08.2022 16:00 - 16.08.2022 17:00;-1034;268;2982;2891
16.08.2022 17:00 - 16.08.2022 18:00;-1173;288;4399;2825
16.08.2022 18:00 - 16.08.2022 19:00;-1163;317;4705;2696
16.08.2022 19:00 - 16.08.2022 20:00;-1166;331;4688;2702
16.08.2022 20:00 - 16.08.2022 21:00;-1260;333;4612;2738
16.08.2022 21:00 - 16.08.2022 22:00;-1372;332;4592;2616
16.08.2022 22:00 - 16.08.2022 23:00;-1556;338;4374;2370
16.08.2022 23:00 - 17.08.2022 00:00;-1751;337;3693;2170
17.08.2022 00:00 - 17.08.2022 01:00;-1825;323;2999;2009
17.08.2022 01:00 - 17.08.2022 02:00;-1659;321;2500;1911
17.08.2022 02:00 - 17.08.2022 03:00;-1644;324;2008;1891
17.08.2022 03:00 - 17.08.2022 04:00;-1611;319;1776;1912
17.08.2022 04:00 - 17.08.2022 05:00;-1483;324;2071;1918
17.08.2022 05:00 - 17.08.2022 06:00;-1376;330;2629;1980
17.08.2022 06:00 - 17.08.2022 07:00;-1300;334;2888;2260
17.08.2022 07:00 - 17.08.2022 08:00;-979;334;3425;2632
17.08.2022 08:00 - 17.08.2022 09:00;-1027;344;3700;2775
17.08.2022 09:00 - 17.08.2022 10:00;-1089;356;3869;2800
17.08.2022 10:00 - 17.08.2022 11:00;-1214;382;4061;2821
17.08.2022 11:00 - 17.08.2022 12:00;-1106;377;3936;2804
17.08.2022 12:00 - 17.08.2022 13:00;-1074;379;3483;2844
17.08.2022 13:00 - 17.08.2022 14:00;-1266;381;3278;2868
17.08.2022 14:00 - 17.08.2022 15:00;-1464;378;3370;2861
17.08.2022 15:00 - 17.08.2022 16:00;-1351;349;3913;2889
17.08.2022 16:00 - 17.08.2022 17:00;-1415;334;4019;2884
17.08.2022 17:00 - 17.08.2022 18:00;-1368;342;4115;2813
17.08.2022 18:00 - 17.08.2022 19:00;-1349;346;4128;2678
17.08.2022 19:00 - 17.08.2022 20:00;-1394;337;4163;2686
17.08.2022 20:00 - 17.08.2022 21:00;-1344;332;4142;2695
17.08.2022 21:00 - 17.08.2022 22:00;-1529;333;4088;2685
17.08.2022 22:00 - 17.08.2022 23:00;-1724;347;3786;2549
17.08.2022 23:00 - 18.08.2022 00:00;-1725;344;3257;2336
18.08.2022 00:00 - 18.08.2022 01:00;-1587;335;1987;2134
18.08.2022 01:00 - 18.08.2022 02:00;-1563;333;1365;2038
18.08.2022 02:00 - 18.08.2022 03:00;-1653;330;1283;1962
18.08.2022 03:00 - 18.08.2022 04:00;-1643;333;1277;1950
18.08.2022 04:00 - 18.08.2022 05:00;-1655;323;1360;1932
18.08.2022 05:00 - 18.08.2022 06:00;-1571;307;1797;1994
18.08.2022 06:00 - 18.08.2022 07:00;-1583;307;2895;2253
18.08.2022 07:00 - 18.08.2022 08:00;-1278;306;3256;2650
18.08.2022 08:00 - 18.08.2022 09:00;-1438;319;3523;2767
18.08.2022 09:00 - 18.08.2022 10:00;-1349;322;3773;2749
